3061443	Žírce	Zirce		49.05369	17.98345	P	PPL	CZ		90				0		498	Europe/Prague	2007-09-04
3061444	Žipotín	Zipotin	Seibelsdorf,Zipotin,Žipotín	49.76524	16.76548	P	PPL	CZ		86				0		515	Europe/Prague	2011-05-08
3061445	Žinkovy	Zinkovy	Zinkau,Žinkau	49.4834	13.48944	P	PPL	CZ		87				909		439	Europe/Prague	2006-11-25
3061446	Gross-Schinian	Gross-Schinian	Gross-Schinian,Zinany,Žíňany	49.82152	14.71784	P	PPL	CZ		88				0		375	Europe/Prague	2011-05-08
3061447	Klein-Schinian	Klein-Schinian	Klein-Schinian,Zinanky,Žíňánky	49.82568	14.70953	P	PPL	CZ		88				0		344	Europe/Prague	2011-05-08
3061448	Žimutice	Zimutice		49.20371	14.51043	P	PPL	CZ		79				577		453	Europe/Prague	2006-11-25
3061449	Žimrovice	Zimrovice		49.85892	17.85274	P	PPL	CZ		85				0		313	Europe/Prague	2007-09-04
3061450	Zimoř	Zimor	Simmer	50.57833	14.31398	P	PPL	CZ	CZ	89				0		249	Europe/Prague	2007-04-25
3061451	Zimarky	Zimarky		48.87726	16.8888	T	HLL	CZ		78				0		217	Europe/Prague	2011-03-07
3061452	Žim	Zim	Schima	50.58496	13.96525	P	PPL	CZ		89				128		364	Europe/Prague	2006-11-25
3061453	Žilovice	Zilovice		49.93911	15.9812	P	PPL	CZ		86				0		249	Europe/Prague	2011-03-07
3061454	Žilov	Zilov		49.84	13.31318	P	PPL	CZ		87				398		400	Europe/Prague	2006-11-25
3061455	Žilina	Zilina		50.09987	14.00575	P	PPL	CZ		88				722		399	Europe/Prague	2006-11-25
3061456	Žilina	Zilina	Sohle,Söhle,Zilina,Žilina	49.58512	18.03277	P	PPL	CZ		85				0		332	Europe/Prague	2011-01-19
3061458	Žíkov	Zikov		49.88333	13.53333	P	PPL	CZ		87				0		351	Europe/Prague	2007-08-21
3061459	Žikov	Zikov		49.2319	13.45724	P	PPL	CZ		87				0		557	Europe/Prague	2011-03-07
3061460	Žíka	Zika		49.99772	16.06418	P	PPL	CZ		86				0		243	Europe/Prague	2011-03-07
3061461	Žihobce	Zihobce		49.21545	13.63173	P	PPL	CZ		87				654		550	Europe/Prague	2006-11-25
3061462	Žihle	Zihle	Scheles	50.04491	13.37502	P	PPL	CZ		87				1419		442	Europe/Prague	2006-11-25
3061463	Žihla	Zihla		49.57202	18.78751	P	PPL	CZ		85				0		469	Europe/Prague	2007-09-04
3061464	Židovice	Zidovice	Judendorf,Zidovice,Židovice	50.78935	14.79489	P	PPL	CZ		83				0		345	Europe/Prague	2011-05-08
3061465	Židovice	Zidovice	Seidowitz,Zidovice,Židovice	50.46667	13.66667	P	PPL	CZ	CZ	00				0		251	Europe/Prague	2011-05-08
3061466	Židovice	Zidovice		50.44628	14.23306	P	PPL	CZ		89				289		130	Europe/Prague	2006-11-25
3061467	Židovice	Zidovice		50.44442	13.8645	P	PPL	CZ		00				0		273	Europe/Prague	1993-12-12
3061468	Židovice	Zidovice		50.29537	15.3205	P	PPL	CZ		00				133		239	Europe/Prague	2006-11-25
3061469	Židova strouha	Zidova strouha		49.28333	14.46667	H	STM	CZ		00				0		412	Europe/Prague	2006-10-09
3061470	Židněves	Zidneves		50.41163	14.99453	P	PPL	CZ		88				236		213	Europe/Prague	2006-11-25
3061471	Židlov	Zidlov	Schiedel,Zidlov,Židlov	50.59887	14.83933	P	PPL	CZ		83				0		370	Europe/Prague	2011-05-08
3061472	Židlochovice	Zidlochovice	Gross Seelowitz,Groß Seelowitz,Ziolochovice	49.03952	16.61881	P	PPL	CZ		78				3075		229	Europe/Prague	2009-03-28
3061473	Židenice	Zidenice	Schimitz	49.19654	16.64738	P	PPLX	CZ	CZ	00				0		243	Europe/Prague	2008-06-06
3061474	Žichovice	Zichovice	Schichowitz	49.26723	13.62784	P	PPL	CZ		87				681		445	Europe/Prague	2006-11-25
3061475	Zichovec	Zichovec		50.27105	13.92603	P	PPL	CZ		88				79		317	Europe/Prague	2006-11-25
3061476	Žíchovec	Zichovec		49.07729	14.0455	P	PPL	CZ		79				0		453	Europe/Prague	2011-03-07
3061477	Žichov	Zichov		50.47935	13.79048	P	PPL	CZ		00				0		368	Europe/Prague	1993-12-12
3061478	Zichov	Zichov		49.48433	13.1412	P	PPL	CZ		87				0		487	Europe/Prague	2011-03-07
3061479	Žichlínek	Zichlinek	Sichelsdorf	49.88391	16.63629	P	PPL	CZ		86				802		347	Europe/Prague	2006-11-25
3061480	Žichlice	Zichlice		50.63333	13.91667	P	PPL	CZ		00				0		246	Europe/Prague	1993-12-12
3061481	Žichlice	Zichlice		49.83975	13.45868	P	PPL	CZ		87				0		373	Europe/Prague	2007-04-24
3061482	Žibřidovice	Zibridovice		49.65886	15.23166	P	PPL	CZ		80				0		374	Europe/Prague	2011-03-07
3061483	Žibřidice	Zibridice		50.73801	14.86846	P	PPL	CZ		83				0		367	Europe/Prague	2011-03-07
3061484	Zibohlavy	Zibohlavy		50.00176	15.15772	P	PPL	CZ		88				0		268	Europe/Prague	2007-08-30
3061485	Žibkov	Zibkov		49.55654	14.63708	P	PPL	CZ		88				0		593	Europe/Prague	2007-08-30
3061486	Zhůří	Zhuri	Bomisch-Haidl,Haidl	49.18333	13.33333	P	PPL	CZ	CZ	00				0		944	Europe/Prague	2006-10-10
3061487	Zhůří	Zhuri	Haidl	49.08333	13.55	P	PPL	CZ	CZ	00				0		1137	Europe/Prague	2006-10-10
